10.4,0.3,0.003
10.4,0.30014,0.0030277
10.399,0.30028,0.0030557
10.399,0.30043,0.003084
10.397,0.30099,0.0031952
10.396,0.30157,0.0033103
10.394,0.30218,0.0034295
10.393,0.3028,0.003553
10.39,0.30413,0.0038152
10.386,0.30556,0.0040966
10.382,0.30709,0.0043989
10.378,0.30873,0.0047234
10.373,0.3105,0.0050719
10.364,0.31433,0.0058282
10.352,0.31873,0.0066973
10.34,0.32379,0.0076959
10.325,0.3296,0.0088435
10.308,0.33628,0.010162
10.288,0.34396,0.011678
10.261,0.35468,0.013794
10.229,0.36734,0.016294
10.191,0.3823,0.019246
10.146,0.39997,0.022734
10.093,0.42084,0.026854
10.031,0.44548,0.031721
9.9568,0.4746,0.037469
9.8695,0.50899,0.044259
9.7664,0.5496,0.05228
9.6446,0.59758,0.061753
9.5008,0.65424,0.072944
9.3308,0.72115,0.086162
9.1682,0.78518,0.09881
8.9817,0.85859,0.11331
8.7679,0.94277,0.12995
8.5227,1.0393,0.14902
8.2415,1.1499,0.1709
7.9191,1.2768,0.19598
7.5493,1.4221,0.22474
7.1254,1.5888,0.25772
6.6393,1.7797,0.29554
6.0819,1.9985,0.33891
5.443,2.2491,0.38863
4.8599,2.4775,0.43401
4.3354,2.6826,0.47483
3.7619,2.9065,0.51948
3.3028,3.0854,0.55523
2.898,3.2427,0.58676
2.4705,3.4083,0.62007
2.136,3.5373,0.64614
1.8485,3.6478,0.66855
1.5515,3.7613,0.69172
1.3348,3.8436,0.70864
1.1575,3.9104,0.72249
0.97705,3.9779,0.7366
0.84779,4.0257,0.74671
0.73922,4.0654,0.75522
0.62974,4.105,0.7638
0.54583,4.1348,0.77039
0.46155,4.1642,0.77703
0.39846,4.1857,0.782
0.33534,4.2065,0.78699
0.28846,4.2215,0.7907
0.24175,4.2358,0.79442
0.20714,4.2458,0.79718
0.1728,4.255,0.79994
0.14724,4.2613,0.802
0.12203,4.2668,0.80405
0.10318,4.2702,0.8056
0.084732,4.2728,0.80713
0.070849,4.274,0.80829
0.060564,4.2743,0.80916
0.060564,4.2743,0.80916
0.059929,4.2743,0.80922
0.059297,4.2743,0.80927
0.058665,4.2743,0.80933
0.056396,4.2743,0.80952
0.054145,4.2742,0.80972
0.051914,4.2741,0.80991
0.049703,4.2739,0.8101
0.044642,4.2733,0.81055
0.039719,4.2725,0.81099
0.034957,4.2713,0.81142
0.032206,4.2704,0.81167
0.032206,4.2704,0.81167
0.031844,4.2703,0.8117
0.031484,4.2702,0.81174
0.031126,4.27,0.81177
0.029796,4.2696,0.81189
0.028485,4.2691,0.81201
0.027194,4.2686,0.81213
0.025925,4.2681,0.81225
0.023382,4.2672,0.81249
0.020942,4.2662,0.81271
0.018615,4.2652,0.81293
0.01641,4.2642,0.81313
0.014338,4.2633,0.81333
0.0094591,4.2606,0.81378
0.0083393,4.2599,0.81388
0.0073084,4.2592,0.81398
0.0063667,4.2585,0.81407
0.0055135,4.2578,0.81415
0.004747,4.257,0.81422
0.004391,4.2567,0.81425
0.004391,4.2567,0.81425
0.0043068,4.2566,0.81426
0.0042238,4.2565,0.81427
0.0041421,4.2564,0.81428
0.0037544,4.256,0.81431
0.0033958,4.2555,0.81435
0.0030653,4.2551,0.81438
0.002762,4.2546,0.81441
0.0023372,4.2539,0.81445
0.0019703,4.2532,0.81448
0.0016553,4.2525,0.81451
0.0013864,4.2518,0.81454
0.0011581,4.2511,0.81456
0.00079458,4.2497,0.8146
0.00054165,4.2483,0.81462
0.00036747,4.2468,0.81464
0.00024835,4.2454,0.81465
0.00016736,4.244,0.81466
0.00012042,4.2428,0.81467
0.00012042,4.2428,0.81467
0.00010895,4.2424,0.81467
9.8535e-05,4.242,0.81467
8.9109e-05,4.2417,0.81467
6.471e-05,4.2405,0.81468
4.6735e-05,4.2394,0.81468
3.9284e-05,4.2388,0.81468
3.9284e-05,4.2388,0.81468
3.3121e-05,4.2381,0.81468
2.7901e-05,4.2375,0.81469
2.7178e-05,4.2374,0.81469
2.7178e-05,4.2374,0.81469
2.2188e-05,4.2366,0.81469
1.8091e-05,4.2358,0.81469
1.8017e-05,4.2358,0.81469
1.8017e-05,4.2358,0.81469
1.4094e-05,4.2348,0.81469
1.1004e-05,4.2339,0.81469
8.588e-06,4.2329,0.81469
5.0367e-06,4.2311,0.8147
5.0367e-06,4.2311,0.8147
3.255e-06,4.2293,0.8147
2.0883e-06,4.2275,0.8147
1.3371e-06,4.2257,0.8147
5.3891e-07,4.2215,0.81471
2.0925e-07,4.2174,0.81471
7.9695e-08,4.2132,0.81472
0,4.1995,0.81474
0,4.1857,0.81475
0,4.1719,0.81477
0,4.0949,0.81487
0,4.0178,0.81497
0,3.9408,0.81507
0,3.6462,0.81544
0,3.3516,0.81581
0,3.0568,0.81619
0,2.7619,0.81656
0,2.3315,0.81711
0,1.9009,0.81766
0,1.4699,0.8182
0,1.0387,0.81875
0,0.60722,0.8193
0,0.17542,0.81985
0,0.10013,0.81994
0,0.024829,0.82004
0,0.016819,0.82005
0,0.008809,0.82006
0,0.00079914,0.82007
0,0.00035159,0.82007
0,0.00021732,0.82007
0,8.3054e-05,0.82007
0,4.2774e-05,0.82007
0,2.4935e-06,0.82007
0,1.437e-06,0.82007
0,3.8054e-07,0.82007
0,0,0.82007
0,0,0.82007
0,0,0.82007
0,0,0.82007
0,0,0.82007
0,0,0.82007
0,0,0.82007
0,1.6111e-28,0.82007
0,0,0.82007
0,5.9762e-28,0.82007
0,0,0.82007
0,4.5104e-29,0.82007
0,0,0.82007
